Epoch,Train Loss,Val Loss
1,6.396717721947014,6.082249208620295
2,5.407745652907733,5.282453080145665
3,4.507260141574761,4.515395094599533
4,3.7002686859107032,3.8092802425455803
5,2.9365267771570807,3.0617495251726825
6,2.2386036058604137,2.2718376632826374
7,1.648897688401663,1.6365182650769254
8,1.195590356304603,1.2381368550725549
9,0.9098365028833145,0.9182119005788285
10,0.7468491762603199,0.6525138789228442
11,0.6487909602111875,0.5402463538925357
12,0.577465517727179,0.43874265619564345
13,0.5189452239487146,0.37407366417491567
14,0.4559426214920396,0.3038042215827585
15,0.4017232586170853,0.20134212128599951
16,0.32099353107724254,0.13686555635572384
17,0.2616882159506511,0.08492526009232389
18,0.2161707315030022,0.023454205013330315
19,0.15468271646267762,-0.007862392076413857
20,0.09150725954989111,-0.10545283892936566
21,0.02523094254456778,-0.20547415499570826
22,-0.04130440605839683,-0.266092234473401
23,-0.0994779003472159,-0.3027351177377867
24,-0.1816286698542349,-0.3933388938034269
25,-0.2592021188841382,-0.5024226957904746
26,-0.35201243450630526,-0.6062770305429291
27,-0.4279487856294002,-0.7113276976119269
28,-0.5050323343704402,-0.8076885221699358
29,-0.5633461119768446,-0.8937097068603922
30,-0.6424947523637827,-0.9542988000320417
31,-0.7242242673926449,-1.1117754146459424
32,-0.7976093906259748,-1.180822924033325
33,-0.8589633111510899,-1.2468376056301362
34,-0.9304617508010143,-1.334817298101687
35,-0.9865014285325037,-1.414283561203841
36,-1.0228111569911091,-1.4842471264566381
37,-1.0782466759512859,-1.5382006813965106
38,-1.133210542862984,-1.615368830796309
39,-1.1661695544042987,-1.6546816140664946
40,-1.2307391625355686,-1.7422487574080794
41,-1.2745233912037794,-1.801025396491251
42,-1.3404866475036448,-1.8686487677711217
43,-1.380702614672039,-1.8921273640033498
44,-1.4214410746848112,-2.0008999606941313
45,-1.4534368803637916,-2.027208490861624
46,-1.4719142100684557,-2.0832422090454954
47,-1.5549223498086533,-2.133824192936387
48,-1.588571927262084,-2.175085661326494
49,-1.6041875458596375,-2.1907358320572112
50,-1.6730303701913505,-2.286566382389702
51,-1.701932131571769,-2.2961342714286186
52,-1.7185508136169463,-2.3234180290815822
53,-1.7392488474222134,-2.3903047543956384
54,-1.7961488394825107,-2.422758324233299
55,-1.8029594410707543,-2.4456814740006827
56,-1.834794084043501,-2.454025040030603
57,-1.8562844313901652,-2.509956567325029
58,-1.9028092305966255,-2.5402193436542158
59,-1.9292580003186195,-2.603593108998866
60,-1.914373501761783,-2.577339294483219
61,-1.9457070489790176,-2.6229617146873205
62,-2.0006274124372476,-2.65758224926362
63,-2.014260804944573,-2.6847121082304337
64,-2.0459224936223848,-2.7239096157938225
65,-2.0767504870907065,-2.7471346226323994
66,-2.0835259432546023,-2.7770557630809205
67,-2.1160595835001064,-2.7884045077817694
68,-2.124015184554566,-2.827655635095007
69,-2.108560454573904,-2.823287922997972
70,-2.156004252758957,-2.860617101577708
71,-2.175415207853822,-2.8728922501470753
72,-2.1859707245887576,-2.9040828571574413
73,-2.197946755035235,-2.91316628587029
74,-2.1910054215593515,-2.9334063856854846
75,-2.2716902222281625,-2.9614064944414773
76,-2.3008170220968904,-2.994258416199169
77,-2.317391148937452,-2.9867306764198767
78,-2.302411714364579,-3.0083719074453237
79,-2.3431740657357305,-3.02257255439707
80,-2.3412900090934827,-3.0530542810517547
81,-2.3492508399857086,-3.07333034730942
82,-2.3626596096220585,-3.092193657438419
83,-2.3881498873809246,-3.1286155868857057
84,-2.4343041673694694,-3.1580938160422414
85,-2.43643251372308,-3.1736000724588314
86,-2.4189529777034147,-3.187733401760989
87,-2.4696896238780304,-3.2004965572569093
88,-2.4847125794087868,-3.1839733032772584
89,-2.5166107075468163,-3.2001863438660516
90,-2.5034315380073986,-3.2401923237942096
91,-2.5268984046808227,-3.2397653415277405
92,-2.533832983098559,-3.2519694254519314
93,-2.547931814482757,-3.2814276323232696
94,-2.572934206198158,-3.321579773160774
95,-2.6040863774642653,-3.2932672521837403
96,-2.6159937702944576,-3.341217656959688
97,-2.611637098508161,-3.3609441702389256
98,-2.629228592033169,-3.313304978188655
99,-2.585705571712828,-3.3891055643662904
100,-2.651846618039786,-3.4141581304962396
101,-2.6663783149086595,-3.4242474086839385
102,-2.6483435019320245,-3.438309513565448
103,-2.7242455698933683,-3.44964087225838
104,-2.710267804063625,-3.464611262655
105,-2.7246440671787204,-3.468985581521637
106,-2.7092334310096784,-3.489315182119598
107,-2.7220452679393525,-3.4685442903953687
108,-2.770281025435486,-3.411867645140588
109,-2.7680703220608627,-3.5392907608227566
110,-2.762085734394024,-3.5412770727715377
111,-2.7786788762895487,-3.567697997891496
112,-2.8039244001800165,-3.53348930308176
113,-2.8090773944833387,-3.544981650561713
114,-2.8039746044475518,-3.583483658604049
115,-2.839318792857349,-3.553911647561923
116,-2.799328211735536,-3.601640297280959
117,-2.87422790765663,-3.6178608180042704
118,-2.856577365743592,-3.6391006041612894
119,-2.8555210850828305,-3.631803612112983
120,-2.875041945090732,-3.6670535570631544
